"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","notes","urls","electronic-resource-num","periodical","volume","pdfs"
"531",0,"L.F. de Moura Apoitia, E.F. da Rosa Filho, A.V.L. Bitttencourt, E. Hindy","Preliminary groundwater quality characterization in the municipality of Cuiabá, Mato Grosso state [Caracterização preliminar da qualidade das águas subterrâneas na cidade de Cuiabá-MT]",2004,"Boletim Paranaense de Geosciencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-10044286226&partnerID=40&md5=01384b48070eba1bf913621b15210002",NA,532,"8/10/2018","Article","",NA,NA,NA,54,7,17,0,0,0,4,14,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","709","7090","2","Apoitia, L. F. de MouraFilho, E. F. da RosaBitttencourt, A. V. L.Hindy, E.","Preliminary groundwater quality characterization in the municipality of Cuiabá, Mato Grosso state [Caracterização preliminar da qualidade das águas subterrâneas na cidade de Cuiabá-MT]","7-17","Query date: 2018-08-10",2004,"NA","NA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-10044286226&partnerID=40&md5=01384b48070eba1bf913621b15210002",NA,NA,NA,"manual_download_portuguese/35/4249-9225-1-PB.pdf"
"725",0,"Alex MaurÃ­cio AraÃºjo, Ana LÃºcia Braga Mineiro, JosÃ© Ramon de Barros Cantalice","Estimating the potential for sedimentation and erosion: the case of Manguezal do Pina, Recife (PE), Brazil",2011,"Engenharia Sanitaria e Ambiental",NA,NA,NA,122,"8/10/2018","Journal article","10.1590/S1413-41522011000200006",NA,NA,16,2,133,140,0,0,0,3,7,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","259","259","17","AraÃºjo, Alex MaurÃ­cioMineiro, Ana LÃºcia BragaCantalice, JosÃ© Ramon de Barros","Estimating the potential for sedimentation and erosion: the case of Manguezal do Pina, Recife (PE), BrazilEngenharia Sanitaria e Ambiental","133-140","2",2011,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v16n2/v16n2a06.pdfinternal-pdf://3009538965/AraÃºjo-2011-Estimating the potential for sedi.pdf","10.1590/S1413-41522011000200006","Engenharia Sanitaria e Ambiental","16","3009538965/AraÃºjo-2011-Estimating the potential for sedi.pdf"
"615",0,"Daniela Rodrigues AraÃºjo, Antonio SÃ©rgio Ferreira MendonÃ§a, JosÃ© Antonio Tosta dos Reis","Variance analysis and comparison of trophic state indexes: Rio Bonito and SuÃ­Ã§a power plants reservoirs",2018,"Engenharia Sanitaria e Ambiental",NA,NA,NA,12,"8/10/2018","Journal article","10.1590/s1413-41522018162462",NA,NA,23,1,55,62,0,0,0,3,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","30","30","17","AraÃºjo, Daniela RodriguesMendonÃ§a, Antonio SÃ©rgio FerreiraReis, JosÃ© Antonio Tosta dos","Variance analysis and comparison of trophic state indexes: Rio Bonito and SuÃ­Ã§a power plants reservoirsEngenharia Sanitaria e Ambiental","55-62","1",2018,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v23n1/1809-4457-esa-23-01-55.pdfinternal-pdf://3889167712/AraÃºjo-2018-Variance analysis and comparison.pdf","10.1590/s1413-41522018162462","Engenharia Sanitaria e Ambiental","23","3889167712/AraÃºjo-2018-Variance analysis and comparison.pdf"
"108",0,"A.C.R. Araújo","Antropogeomorphology of watershed of Murutucu: Water supply, use and occupacion in Belém, PA [Antropogeomorfologia da bacia hidrográfica do Murutucu: Abastecimento hídrico, uso e ocupação em Belém-PA]",2015,"RA'E GA - O Espaco Geografico em Analise",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942524611&partnerID=40&md5=4c346053bdcc21799afe1e3fcd8df767",NA,108,"8/10/2018","Article","",NA,NA,34,NA,98,122,0,0,0,1,3,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","231","2310","2","Araújo, A. C. R.","Antropogeomorphology of watershed of Murutucu: Water supply, use and occupacion in Belém, PA [Antropogeomorfologia da bacia hidrográfica do Murutucu: Abastecimento hídrico, uso e ocupação em Belém-PA]","98-122","Query date: 2018-08-10",2015,"NA","NA","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942524611&partnerID=40&md5=4c346053bdcc21799afe1e3fcd8df767",NA,NA,NA,"manual_download_portuguese/38/37539-162677-1-PB.pdf"
"556",28,"F.G. Araújo, L.N. Santos","Distribution of fish assemblages in lajes reservoir, Rio de Janeiro, Brazil [Distribuição da associação de peixes no Reservatório de Lajes, RJ]",2001,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035502377&doi=10.1590%2fS1519-69842001000400006&partnerID=40&md5=b3084f9df144254f4de88e9550faf1ad",NA,557,"8/10/2018","Article","10.1590/S1519-69842001000400006",NA,NA,61,4,563,576,28,1.65,14,2,17,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","734","734","2","Araújo, F. G.Santos, L. N.","Distribution of fish assemblages in lajes reservoir, Rio de Janeiro, Brazil [Distribuição da associação de peixes no Reservatório de Lajes, RJ]","563-576","Query date: 2018-08-10",2001,"NA","NA","61Cited By (since 2001): 28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035502377&doi=10.1590%2fS1519-69842001000400006&partnerID=40&md5=b3084f9df144254f4de88e9550faf1adhttp://www.scielo.br/pdf/bjb/v61n4/a06v61n4.pdfinternal-pdf://3562278715/Araújo-2001-Distribution of fish assemblages i.pdf","10.1590/S1519-69842001000400006",NA,NA,"3562278715/Araújo-2001-Distribution of fish assemblages i.pdf"
"225",1,"M.C. Araújo, B.S. Esteves, E.F. Sousa","The heat dissipation method for sap flow determination in green-dwarf coconut plants [Método de dissipação térmica para determinação do fluxo de seiva em coqueiro anão-verde]",2012,"Bragantia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873562087&doi=10.1590%2fS0006-87052013005000004&partnerID=40&md5=e4bccfa40d8f057afa2facb1ed0bec1d",NA,226,"8/10/2018","Article","10.1590/S0006-87052013005000004",NA,NA,71,4,558,562,1,0.17,0,3,6,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","403","403","2","Araújo, M. C.Esteves, B. S.Sousa, E. F.","The heat dissipation method for sap flow determination in green-dwarf coconut plants [Método de dissipação térmica para determinação do fluxo de seiva em coqueiro anão-verde]","558-562","Query date: 2018-08-10",2012,"NA","NA","71Cited By (since 2012): 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873562087&doi=10.1590%2fS0006-87052013005000004&partnerID=40&md5=e4bccfa40d8f057afa2facb1ed0bec1dhttp://www.scielo.br/pdf/brag/v71n4/aop_1476_12.pdfinternal-pdf://2198479142/Araújo-2012-The heat dissipation method for sa.pdf","10.1590/S0006-87052013005000004",NA,NA,"2198479142/Araújo-2012-The heat dissipation method for sa.pdf"
"34",0,"N.K.S. Arboit, M.A. Mancuso, M. Fioreze","Adjustment of IDF equation by disaggregation of daily rainfall for Iraí county, RS [Ajuste de equação IDF por desagregação de chuvas diárias para o município de Iraí, RS]",2017,"Anuario do Instituto de Geociencias",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037048878&doi=10.11137%2f2017_3_248_253&partnerID=40&md5=d000f18aa39809f3737ed1cf1a4ed56f",NA,34,"8/10/2018","Article","10.11137/2017_3_248_253",NA,NA,40,3,248,253,0,0,0,3,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","76","76","2","Arboit, N. K. S.Mancuso, M. A.Fioreze, M.","Adjustment of IDF equation by disaggregation of daily rainfall for Iraí county, RS [Ajuste de equação IDF por desagregação de chuvas diárias para o município de Iraí, RS]","248-253","Query date: 2018-08-10",2017,"NA","NA","40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037048878&doi=10.11137%2f2017_3_248_253&partnerID=40&md5=d000f18aa39809f3737ed1cf1a4ed56finternal-pdf://3837341669/Arboit-2017-Adjustment of IDF equation by disa.pdf","10.11137/2017_3_248_253",NA,NA,"3837341669/Arboit-2017-Adjustment of IDF equation by disa.pdf"
"537",11,"F.B. Arruda, M.A. Grande","Coffee yield response factor as related to the water deficit [Fator de resposta da produção do cafeeiro ao deficit hídrico em Campinas]",2003,"Bragantia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944456100&partnerID=40&md5=b0d4ef7f10ba662c16d4497a7dba0db6",NA,538,"8/10/2018","Article","",NA,NA,62,1,139,145,11,0.73,6,2,15,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","715","7150","2","Arruda, F. B.Grande, M. A.","Coffee yield response factor as related to the water deficit [Fator de resposta da produção do cafeeiro ao deficit hídrico em Campinas]","139-145","Query date: 2018-08-10",2003,"NA","NA","62Cited By (since 2003): 11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944456100&partnerID=40&md5=b0d4ef7f10ba662c16d4497a7dba0db6",NA,NA,NA,"manual_download_portuguese/47/18510.pdf"
"619",0,"Nicole Machuca Brassac de Arruda, Juliane Knopik, Fabiana Hilgemberg Sottomaior","Water quality evaluation of Tibagi river before the filling of MauÃ¡ HPP reservoir, using factor analysis",2017,"Engenharia Sanitaria e Ambiental",NA,NA,NA,16,"8/10/2018","Journal article","10.1590/s1413-41522017163661",NA,NA,22,6,1075,1083,0,0,0,3,1,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","39","39","17","Arruda, Nicole Machuca Brassac deKnopik, JulianeSottomaior, Fabiana Hilgemberg","Water quality evaluation of Tibagi river before the filling of MauÃ¡ HPP reservoir, using factor analysisEngenharia Sanitaria e Ambiental","1075-1083","6",2017,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v22n6/1809-4457-esa-22-06-1075.pdfinternal-pdf://3079888983/Arruda-2017-Water quality evaluation of Tibagi.pdf","10.1590/s1413-41522017163661","Engenharia Sanitaria e Ambiental","22","3079888983/Arruda-2017-Water quality evaluation of Tibagi.pdf"
"316",0,"J.L. Arzeno, S.R. Vieira, G.M. Siqueira","Physical-hydric attributes of an Oxisol and crop yields under three tillage systems [Atributos físico-hídricos de um Latossolo Vermelho e produtividade de culturas sob tr?s sistemas de preparo]",2011,"Cadernos do Laboratorio Xeoloxico de Laxe",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053277686&partnerID=40&md5=aab3b2a4655c7dba697b058a93d36e52",NA,317,"8/10/2018","Article","",NA,NA,NA,36,11,24,0,0,0,3,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","494","4940","2","Arzeno, J. L.Vieira, S. R.Siqueira, G. M.","Physical-hydric attributes of an Oxisol and crop yields under three tillage systems [Atributos físico-hídricos de um Latossolo Vermelho e produtividade de culturas sob tr?s sistemas de preparo]","11-24","Query date: 2018-08-10",2011,"NA","NA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053277686&partnerID=40&md5=aab3b2a4655c7dba697b058a93d36e52",NA,NA,NA,"manual_download_portuguese/49/49.pdf"
"403",6,"H.F. da Assunção, J.F. Escobedo","Use of an agrometeorological model to computing the peanut water requirements [Estimativa da exigência hídrica do amendoim usando um modelo agrometeorológico]",2009,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649097548&partnerID=40&md5=3b2c359a98628130dc88066760757893",NA,404,"8/10/2018","Article","",NA,NA,14,3,325,335,6,0.67,3,2,9,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","581","5810","2","Assunção, H. F. daEscobedo, J. F.","Use of an agrometeorological model to computing the peanut water requirements [Estimativa da exigência hídrica do amendoim usando um modelo agrometeorológico]","325-335","Query date: 2018-08-10",2009,"NA","NA","14Cited By (since 2009): 6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649097548&partnerID=40&md5=3b2c359a98628130dc88066760757893",NA,NA,NA,"manual_download_portuguese/51/2-s2.0-73649097548.pdf"
"223",4,"C.M. Attanasio, S. Gandolfi, M.J.B. Zakia, J.C.T. Veniziani Junior, W.P. Lima","The importance of the riparian areas for hydrologic sustainability of the land use in watersheds [A importância das áreas ripárias para a sustentabilidade hidrológica do uso da terra em microbacias hidrográficas]",2012,"Bragantia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873551689&doi=10.1590%2fS0006-87052013005000001&partnerID=40&md5=6beb4cfc0a6ecf8bdd35988286a99fe7",NA,224,"8/10/2018","Article","10.1590/S0006-87052013005000001",NA,NA,71,4,493,501,4,0.67,1,5,6,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","401","401","2","Attanasio, C. M.Gandolfi, S.Zakia, M. J. B.Junior, J. C. T. VenizianiLima, W. P.","The importance of the riparian areas for hydrologic sustainability of the land use in watersheds [A importância das áreas ripárias para a sustentabilidade hidrológica do uso da terra em microbacias hidrográficas]","493-501","Query date: 2018-08-10",2012,"NA","NA","71Cited By (since 2012): 4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873551689&doi=10.1590%2fS0006-87052013005000001&partnerID=40&md5=6beb4cfc0a6ecf8bdd35988286a99fe7http://www.scielo.br/pdf/brag/v71n4/aop_1699_12.pdfinternal-pdf://2904727697/Attanasio-2012-The importance of the riparian.pdf","10.1590/S0006-87052013005000001",NA,NA,"2904727697/Attanasio-2012-The importance of the riparian.pdf"
"502",2,"B.M. de Azevedo, J.W.T. Bezerra, Freitas Duarte, Viana J. de A., A. T.V. de","Effect of irrigation frequency in the fruit quality of the dwarf coconut tree [Efeito da freqüência de irrigação na qualidade de frutos do coqueiro anão]",2006,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750905921&partnerID=40&md5=c17a94a04f1ced71a5356c4019a71f2c",NA,503,"8/10/2018","Article","",NA,NA,11,3,280,292,2,0.17,0,5,12,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","680","6800","2","Azevedo, B. M. deBezerra, J. W. T.Duarte, FreitasA, Viana J. dede, A. T. V.","Effect of irrigation frequency in the fruit quality of the dwarf coconut tree [Efeito da freqüência de irrigação na qualidade de frutos do coqueiro anão]","280-292","Query date: 2018-08-10",2006,"NA","NA","11Cited By (since 2006): 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750905921&partnerID=40&md5=c17a94a04f1ced71a5356c4019a71f2c",NA,NA,NA,"manual_download_portuguese/54/3254-Texto do artigo-12309-1-10-20180529.pdf"
"445",1,"B.M. de Azevedo, G.V. do Bomfim, A.C.P. Pinto De Carvalho, R.S. Gondim, T.V. de Araújo Viana","Ex vitro acclimatization of ornamental pineapple under different irrigation levels [Aclimatização ex vitro de abacazixeiro ornamental com diferentes Lãminas de Irrigação]",2008,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049101343&partnerID=40&md5=de2fb229fd1d39a26cfa904b3e3fa010",NA,446,"8/10/2018","Article","",NA,NA,13,3,298,309,1,0.1,0,5,10,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","623","6230","2","Azevedo, B. M. deBomfim, G. V. doCarvalho, A. C. P. Pinto DeGondim, R. S.Viana, T. V. de Araújo","Ex vitro acclimatization of ornamental pineapple under different irrigation levels [Aclimatização ex vitro de abacazixeiro ornamental com diferentes Lãminas de Irrigação]","298-309","Query date: 2018-08-10",2008,"NA","NA","13Cited By (since 2008): 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049101343&partnerID=40&md5=de2fb229fd1d39a26cfa904b3e3fa010",NA,NA,NA,"manual_download_portuguese/55/134-406-1-PB.pdf"
"389",3,"L.P. de Azevedo, J.C.C. Saad","Pasture irrigation under center pivot for beef cattle [Irrigação de pastagens via pivô central, na bovinocultura de corte]",2009,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549114883&partnerID=40&md5=6b24f9aabe7b282f0055acbed09a880a",NA,390,"8/10/2018","Article","",NA,NA,14,4,492,503,3,0.33,2,2,9,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","567","5670","2","Azevedo, L. P. deSaad, J. C. C.","Pasture irrigation under center pivot for beef cattle [Irrigação de pastagens via pivô central, na bovinocultura de corte]","492-503","Query date: 2018-08-10",2009,"NA","NA","14Cited By (since 2009): 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549114883&partnerID=40&md5=6b24f9aabe7b282f0055acbed09a880a",NA,NA,NA,"manual_download_portuguese/57/2-s2.0-73549114883.pdf"
"283",0,"V.E. Bahia, J.G. Luiz, L.R.B. Leal, N. Fenzl, G.P. Morales","Contamination diagnosis on groundwater area of state park Utinga, Bethlehem, PA, methods for electric and electromagnetic [Diagnóstico sobre contaminação das águas subterrâneas na área do parque estadual do Utinga, Belém-PA, pelos métodos elétrico e eletromagnético]",2011,"Revista Brasileira de Geofisica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872530367&partnerID=40&md5=44e1aa230a57cf5fcd162aa5ce8d1461",NA,284,"8/10/2018","Article","",NA,NA,29,4,753,770,0,0,0,5,7,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","461","4610","2","Bahia, V. E.Luiz, J. G.Leal, L. R. B.Fenzl, N.Morales, G. P.","Contamination diagnosis on groundwater area of state park Utinga, Bethlehem, PA, methods for electric and electromagnetic [Diagnóstico sobre contaminação das águas subterrâneas na área do parque estadual do Utinga, Belém-PA, pelos métodos elétrico e eletromagnético]","753-770","Query date: 2018-08-10",2011,"NA","NA","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872530367&partnerID=40&md5=44e1aa230a57cf5fcd162aa5ce8d1461",NA,NA,NA,"manual_download_portuguese/60/79-233-1-SM.PDF"
"198",6,"G.R.L. Bandeira, S.O.P. de Queiroz, C.A. Aragão, N.D. Costa, C.A.F. Santos","Crop performance of onion cultivars under different irrigation managements in the lower São Francisco basin [Desempenho agronômico de cultivares de cebola sob diferentes manejos de irrigação no submédio São Francisco]",2013,"IRRIGA",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876953476&partnerID=40&md5=8faa51ecb2418c9ca3bf29b52dd80b60",NA,199,"8/10/2018","Article","",NA,NA,18,1,73,84,6,1.2,1,5,5,"portuguese","in corpus","DOI absent","portuguese.enl","EndNote","376","3760","2","Bandeira, G. R. L.Queiroz, S. O. P. deAragão, C. A.Costa, N. D.Santos, C. A. F.","Crop performance of onion cultivars under different irrigation managements in the lower São Francisco basin [Desempenho agronômico de cultivares de cebola sob diferentes manejos de irrigação no submédio São Francisco]","73-84","Query date: 2018-08-10",2013,"NA","NA","18Cited By (since 2013): 6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876953476&partnerID=40&md5=8faa51ecb2418c9ca3bf29b52dd80b60",NA,NA,NA,"manual_download_portuguese/61/339-Texto do artigo-2512-1-10-20130426.pdf"
"215",6,"D.F. Baptista, A.L. Henriques-Oliveira, R.B.S. Oliveira, R. Mugnai, J.L. Nessimian, D.F. Buss","Development of a benthic multimetric index for the serra da bocaina bioregion in southeast Brazil [Desenvolvimento de um índice multimétrico bentônico para a bioregião da serra da bocaina no sudeste do Brasil]",2013,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887324066&doi=10.1590%2fS1519-69842013000300015&partnerID=40&md5=f0bee1b8c2dbc081955ab5e023427cea",NA,216,"8/10/2018","Article","10.1590/S1519-69842013000300015",NA,NA,73,3,573,583,6,1.2,1,6,5,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","393","393","2","Baptista, D. F.Henriques-Oliveira, A. L.Oliveira, R. B. S.Mugnai, R.Nessimian, J. L.Buss, D. F.","Development of a benthic multimetric index for the serra da bocaina bioregion in southeast Brazil [Desenvolvimento de um índice multimétrico bentônico para a bioregião da serra da bocaina no sudeste do Brasil]","573-583","Query date: 2018-08-10",2013,"NA","NA","73Cited By (since 2013): 6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887324066&doi=10.1590%2fS1519-69842013000300015&partnerID=40&md5=f0bee1b8c2dbc081955ab5e023427ceahttp://www.scielo.br/pdf/bjb/v73n3/1519-6984-bjb-73-03-573.pdfinternal-pdf://3414035207/Baptista-2013-Development of a benthic multime.pdf","10.1590/S1519-69842013000300015",NA,NA,"3414035207/Baptista-2013-Development of a benthic multime.pdf"
"671",0,"IonÃ¡ Maria BeltrÃ£o Rameh Barbosa, JosÃ© Almir Cirilo","Reservoir operation based on the average phosphorus contribution - Part II",2016,"Engenharia Sanitaria e Ambiental",NA,NA,NA,68,"8/10/2018","Journal article","10.1590/S1413-41520201600100145025",NA,NA,21,1,219,226,0,0,0,2,2,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","150","150","17","Barbosa, IonÃ¡ Maria BeltrÃ£o RamehCirilo, JosÃ© Almir","Reservoir operation based on the average phosphorus contribution - Part IIEngenharia Sanitaria e Ambiental","219-226","1",2016,"NA","NA",NA,"NAhttp://www.scielo.br/pdf/esa/v21n1/1413-4152-esa-21-01-00219.pdfinternal-pdf://2146906085/Barbosa-2016-Reservoir operation based on the.pdf","10.1590/S1413-41520201600100145025","Engenharia Sanitaria e Ambiental","21","2146906085/Barbosa-2016-Reservoir operation based on the.pdf"
"212",2,"D.F. Barros, A.L.M. Albernaz, J. Zuanon, H.M.V. Espírito Santo, F.P. Mendonça, A.V. Galuch","Effects of isolation and environmental variables on fish community structure in the Brazilian amazon madeira-purus interfluve [Efeito do isolamento e das variáveis ambientais na estrutura de comunidades de peixes do interflúvio madeira-purus na amazônia Brasileira]",2013,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887385991&doi=10.1590%2fS1519-69842013000300005&partnerID=40&md5=4250ae5073bda069ef839a1a0a5ee2bf",NA,213,"8/10/2018","Article","10.1590/S1519-69842013000300005",NA,NA,73,3,491,499,2,0.4,0,6,5,"portuguese","in corpus","DOI present","portuguese.enl","EndNote","390","390","2","Barros, D. F.Albernaz, A. L. M.Zuanon, J.Santo, H. M. V. EspíritoMendonça, F. P.Galuch, A. V.","Effects of isolation and environmental variables on fish community structure in the Brazilian amazon madeira-purus interfluve [Efeito do isolamento e das variáveis ambientais na estrutura de comunidades de peixes do interflúvio madeira-purus na amazônia Brasileira]","491-499","Query date: 2018-08-10",2013,"NA","NA","73Cited By (since 2013): 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887385991&doi=10.1590%2fS1519-69842013000300005&partnerID=40&md5=4250ae5073bda069ef839a1a0a5ee2bfhttp://www.scielo.br/pdf/bjb/v73n3/1519-6984-bjb-73-03-491.pdfinternal-pdf://0281222385/Barros-2013-Effects of isolation and environme.pdf","10.1590/S1519-69842013000300005",NA,NA,"0281222385/Barros-2013-Effects of isolation and environme.pdf"
